tconst,averageRating,numVotes
tt0187078,6.5,278618
tt0330793,6.4,160852
tt0317919,6.9,356392
tt3591824,8.8,8619
tt3736868,8.4,6506
tt3736866,8.4,5981
tt3736870,8.7,5905
tt3736874,8.3,5468
tt3736872,9.0,6099
tt3736876,8.5,5285
tt3736878,8.9,5663
tt3736882,8.6,5184
tt3736880,8.8,5611
tt5011946,8.4,4853
tt5714376,8.5,4603
tt5714386,8.6,4485
tt5714396,9.3,5908
tt5714398,8.5,4270
tt5714400,9.1,5012
tt5714404,8.7,4352
tt5714406,8.5,4315
tt5714408,9.4,7063
tt4608554,8.1,2248
tt4674946,7.9,1637
tt4700648,7.8,1518
tt4704400,8.2,1515
tt4772192,8.1,1372
tt4776698,7.9,1237
tt4776696,8.6,1459
tt4776710,8.2,1201
tt4790002,8.1,1184
tt4790766,8.7,1387
tt4790768,8.0,1224
tt4608560,9.1,1879
tt5376026,8.1,1119
tt5829294,8.0,1021
tt5946238,8.3,1054
tt5989406,8.5,1031
tt6092996,8.5,980
tt6062920,7.9,924
tt6093000,8.6,1075
tt6093004,8.0,896
tt6093006,8.5,1018
tt5960350,9.6,2972
tt5691466,9.1,1488
tt6667762,8.0,1096
tt7549654,7.9,927
tt7471904,8.2,950
tt7620520,8.3,962
tt7620518,8.3,912
tt7731480,8.7,1116
tt7780756,8.4,915
tt7780758,7.8,868
tt7549638,8.1,866
tt7549642,8.4,872
tt6667766,9.2,1591
tt8490712,8.3,1133
tt9261354,8.0,921
tt9141488,8.0,878
tt9256906,8.9,1211
tt9261360,8.4,919
tt9261364,7.9,816
tt9261366,8.4,909
tt9261368,7.8,844
tt9261372,8.0,822
tt9261374,7.9,841
tt9261376,8.1,797
tt8490718,9.2,1568
tt1501844,7.5,596
tt1586274,7.4,470
tt1588504,8.0,514
tt1488675,7.6,404
tt1592911,7.6,390
tt1599448,8.4,464
tt1600236,8.0,397
tt1605844,7.7,383
tt1586773,8.1,396
tt1600234,8.6,443
tt1600235,7.9,362
tt1531132,8.2,380
tt1619510,8.4,392
tt1679357,7.7,341
tt1671021,8.0,394
tt1678107,8.1,357
tt1692534,7.7,327
tt1729410,7.9,327
tt1724343,7.6,324
tt1730805,8.1,341
tt1730806,8.0,358
tt1730807,8.0,312
tt1717256,7.5,304
tt1730804,8.0,318
tt1717257,8.2,318
tt1822452,8.7,378
tt2048032,8.4,386
tt2014508,7.7,325
tt2058780,8.1,308
tt2000694,8.0,299
tt2014509,7.8,288
tt2081643,8.7,404
tt2070931,7.8,289
tt2091520,7.7,281
tt2014507,8.2,303
tt1983061,8.0,284
tt2048031,8.3,286
tt2048033,8.6,351
tt2048034,9.1,521
tt1869908,7.9,485
tt1942198,7.7,333
tt0257106,5.3,161991
tt1949652,7.6,305
tt1932848,7.6,282
tt2003074,7.9,268
tt2000696,8.0,269
tt2003075,8.7,327
tt1990487,8.4,339
tt2324143,7.9,217
tt2329081,8.0,251
tt2385363,7.7,209
tt2385365,7.7,197
tt2205536,8.2,216
tt2401265,7.9,199
tt2231476,7.8,193
tt2235140,7.8,193
tt2235138,8.5,208
tt2189936,8.5,222
tt0556296,8.2,2777
tt0556297,8.2,2121
tt0556306,8.1,1980
tt0556299,8.8,2073
tt0556312,8.0,1845
tt0556304,8.1,1773
tt0556292,7.9,1878
tt0556310,8.2,1912
tt0556303,8.0,1647
tt0556301,8.6,1767
tt0556300,8.3,1671
tt0556308,9.1,2013
tt0556286,8.6,1648
tt0556287,8.2,1508
tt0556302,8.0,1461
tt0556307,8.2,1460
tt0556295,8.1,1422
tt0556309,8.5,1441
tt0556298,8.4,1394
tt0556293,8.1,1358
tt0556289,8.6,1407
tt0556288,8.3,1359
tt0556313,8.4,1366
tt0556291,9.0,1551
tt0785280,8.7,9639
tt0757186,8.2,6480
tt0828745,8.2,6072
tt0824887,8.6,5962
tt0823912,8.4,5715
tt0836899,8.9,6216
tt0859272,8.6,5610
tt0859273,8.9,6356
tt0866567,8.5,5462
tt0866568,9.1,6138
tt0866569,9.2,6255
tt0877058,9.5,10620
tt1013977,8.7,5526
tt1013981,8.5,5044
tt1013982,8.6,5009
tt1013983,8.3,4794
tt1013984,8.6,4930
tt1013986,8.7,4883
tt1013987,9.0,5121
tt1013985,8.5,4790
tt1013988,9.3,5755
tt1013978,8.9,4933
tt1013979,9.0,4925
tt1013980,9.2,5987
tt1242111,8.2,4726
tt1242115,8.4,4449
tt1242116,8.1,4318
tt1242117,8.0,4278
tt1242118,8.4,4248
tt1242119,8.1,4191
tt1242120,8.4,4309
tt1242121,8.5,4227
tt1242122,8.7,4315
tt1242112,9.0,4568
tt1242113,8.8,4391
tt1242114,8.8,4707
tt1444418,8.6,4829
tt1444422,8.6,4361
tt1444423,8.2,4232
tt1444424,9.1,5030
tt1444425,8.9,4551
tt1444426,8.6,4278
tt1444427,8.4,4201
tt1444428,8.5,4230
tt1444429,9.4,5969
tt1444419,9.1,4985
tt1444420,9.5,6439
tt1444421,9.8,13712
tt1615586,8.8,5263
tt1681772,8.1,4099
tt1691535,8.4,4028
tt1691360,8.4,4018
tt1699327,8.0,3962
tt1699544,8.7,4289
tt1721224,8.4,3934
tt1720655,8.8,4157
tt1733347,8.9,4337
tt1733346,8.9,4330
tt1733345,8.8,4132
tt1733344,8.8,4963
tt1790076,8.4,5164
tt1890880,8.0,4109
tt1890881,8.1,3984
tt1890882,8.4,4015
tt1890883,7.9,3911
tt1890884,8.4,4042
tt1890885,7.7,4326
tt1890886,7.8,3846
tt1890887,8.4,4212
tt1890877,8.0,3837
tt1890878,8.2,3983
tt1890879,9.1,6262
tt2134715,9.4,9002
tt2403521,8.7,4841
tt2170724,8.6,4428
tt2218408,8.8,5113
tt2207888,8.5,4145
tt2207890,8.2,4214
tt2235984,8.4,4147
tt2235982,8.8,4870
tt2235988,8.5,4115
tt2235986,8.4,3982
tt2235996,8.9,4418
tt2235994,9.3,7126
tt2577702,8.5,6249
tt2578758,8.0,4349
tt2578760,8.0,4209
tt2578762,8.0,4232
tt2578764,7.8,4118
tt2578770,7.7,4120
tt2578776,7.5,4230
tt2578778,8.0,4519
tt2578782,7.3,4446
tt2578788,6.9,4945
tt2578790,7.2,5240
tt2578802,4.7,20936
tt2370419,8.3,7798
tt2373027,8.2,6577
tt2373029,8.1,6120
tt2373031,7.8,5401
tt2373033,7.9,5644
tt2373035,8.5,5517
tt2373037,8.7,5726
tt2373039,8.9,5892
tt2373041,8.3,5293
tt2373019,8.7,5523
tt2373021,8.5,5240
tt2373023,8.8,5325
tt2373025,9.2,6486
tt3000124,8.8,6030
tt3230882,9.0,5698
tt3230884,8.6,5276
tt3230886,9.2,5860
tt3230890,9.2,5922
tt3230896,9.2,5817
tt3230898,9.2,5621
tt3230894,8.4,5073
tt3230900,8.6,5002
tt3230904,8.9,5293
tt3230906,8.9,5195
tt3230910,9.2,5854
tt3230908,9.8,19755
tt3724578,8.2,6203
tt3984450,8.0,5181
tt3984452,8.0,4740
tt3984456,8.0,4649
tt4035340,9.0,5454
tt4057954,8.7,4823
tt4057962,9.3,6191
tt4057974,8.6,4309
tt4089740,8.3,4015
tt4089746,8.5,4071
tt4089748,8.6,4056
tt4089752,8.9,4494
tt4089754,9.7,14111
tt1811020,8.2,4645
tt1988308,7.9,3723
tt1988309,7.9,3444
tt2011518,7.7,3257
tt2023998,8.2,3197
tt2024865,8.3,3183
tt2043149,8.7,3582
tt2041952,8.2,3114
tt2081742,8.0,3065
tt2081741,8.1,3081
tt2084389,8.6,3248
tt2084390,9.0,4219
tt2100961,8.2,3511
tt2385581,8.8,3549
tt2385583,8.2,3091
tt2385585,8.6,3217
tt2325080,8.9,3697
tt2355180,7.7,2788
tt2368314,8.1,2791
tt2368332,8.4,2881
tt2408792,8.6,2960
tt2408796,8.5,2993
tt2408794,9.2,4510
tt0172495,8.5,1482729
tt1268799,6.2,69881
tt0283111,6.4,110342
tt0366551,7.0,196205
tt0481536,6.5,137502
tt0606110,8.4,6351
tt0606111,8.0,4873
tt0606117,8.0,4622
tt0606112,7.9,4360
tt0606109,8.2,4488
tt0606116,8.0,4329
tt0606108,7.6,4082
tt0606113,8.0,4060
tt0606104,7.9,4038
tt0606115,9.1,6115
tt0606114,8.2,4257
tt0606118,8.0,3956
tt0606106,8.6,4507
tt0606119,8.1,3871
tt0606107,9.0,5014
tt0606105,7.8,3704
tt0756504,7.6,3673
tt0606103,8.4,4091
tt0788623,8.7,4382
tt0760776,7.7,3672
tt0801608,8.0,3703
tt0774239,8.7,4557
tt0863640,8.0,3678
tt0869673,8.1,3594
tt0873024,8.4,3747
tt0858000,8.7,4213
tt0866188,8.7,4025
tt0865115,8.0,3583
tt0875360,8.9,4970
tt0885871,7.8,3571
tt0885872,9.4,7248
tt0892578,8.0,3567
tt0904645,8.0,3561
tt0897111,8.0,3631
tt0924673,7.8,3348
tt0933496,8.3,3604
tt0946316,8.3,3543
tt0943657,8.4,3710
tt0969965,8.1,3582
tt0978049,7.9,3343
tt0966112,8.3,3538
tt0994245,8.8,3892
tt0982196,8.7,3690
tt1017766,8.7,3742
tt1084790,8.1,3664
tt1115217,7.5,3276
tt1097293,8.0,3438
tt1094834,7.6,3256
tt1121411,8.9,4540
tt1117436,7.9,3233
tt1120228,7.9,3276
tt1140904,9.0,4522
tt1142665,8.9,4334
tt1155839,7.8,3302
tt1154186,8.4,3472
tt1203040,8.0,3345
tt1204516,8.7,3995
tt1206872,8.6,3546
tt1206866,7.8,3194
tt1206867,8.1,3510
tt1206868,8.1,3244
tt1206869,8.0,3183
tt1206870,7.6,3175
tt1206871,8.5,3505
tt1256606,8.5,3669
tt1256181,8.4,3876
tt1256185,7.6,3182
tt1256186,8.7,3826
tt1256187,8.2,3337
tt1256188,7.9,3175
tt1256189,7.7,3106
tt1256190,7.9,3311
tt1256191,9.1,5220
tt1256171,8.2,3306
tt1256172,8.0,3246
tt1256173,8.5,3504
tt1256175,8.2,3309
tt1256174,8.4,3459
tt1256176,8.2,3374
tt1256177,7.6,3200
tt1256178,8.2,3347
tt1256179,7.5,3047
tt1256180,8.3,3326
tt1256182,7.5,3089
tt1256184,8.6,3478
tt1256183,8.1,3198
tt1410619,7.6,3114
tt1425523,8.6,3661
tt1491272,8.4,3494
tt1510422,8.0,3171
tt1520584,8.2,3278
tt1523038,7.8,3324
tt1523745,7.6,3142
tt1531287,7.6,3015
tt1536724,7.6,3187
tt1541289,9.3,6666
tt1541288,7.8,3303
tt1553522,8.0,3209
tt1559709,7.7,3366
tt1570154,9.0,5273
tt1570155,8.5,3556
tt1576524,8.7,3842
tt1589779,7.9,3140
tt1595724,7.6,3082
tt1609315,8.2,3443
tt1610780,8.1,3176
tt1624286,7.5,3080
tt1631001,7.7,3059
tt1632014,7.6,2981
tt1640994,7.9,3341
tt1632015,8.1,3185
tt1648494,8.4,3263
tt1701804,8.0,3308
tt1713733,8.2,3372
tt1723669,7.6,3021
tt1733369,8.5,3539
tt1737327,7.6,2964
tt1737328,7.6,2971
tt1746026,7.5,2925
tt1757176,8.0,3079
tt1763611,8.4,3578
tt1777828,9.0,4832
tt1779155,7.8,3096
tt1778997,8.1,3073
tt1795967,8.9,4554
tt1795956,8.6,3726
tt1795957,8.7,4066
tt1795958,7.9,3016
tt1795959,7.5,2861
tt1795960,8.1,3121
tt1795961,8.2,3294
tt1795962,7.5,2869
tt1795963,7.8,2871
tt1795964,7.7,2904
tt1795965,7.6,2830
tt1795966,8.4,3309
tt1982341,8.4,4044
tt2039807,8.0,3269
tt2049132,8.8,4198
tt2049980,7.9,3137
tt2071800,7.3,2958
tt2072524,7.6,3079
tt2072525,7.6,3069
tt2072526,7.3,3158
tt2094413,8.2,3282
tt2102769,8.9,4730
tt2108075,7.8,3136
tt2121966,8.7,4216
tt2157459,7.7,3121
tt2157457,7.5,3183
tt2216757,7.3,3404
tt2216759,7.9,3206
tt2212411,8.3,3395
tt2247489,7.9,2996
tt2265943,8.5,3482
tt2336905,8.5,3385
tt2346207,7.8,2895
tt2376741,7.6,2806
tt2376743,8.4,3395
tt2376745,8.7,3925
tt2252518,8.4,4890
tt2414774,7.3,3349
tt2428798,7.2,3096
tt2428796,7.4,3226
tt2460610,7.3,3179
tt2460618,7.4,2964
tt2460620,7.2,2885
tt2445770,7.4,2954
tt2466704,7.3,2915
tt2547538,7.9,3034
tt2556002,8.4,3664
tt2556008,9.4,6857
tt2569148,7.7,3100
tt2630114,7.8,3081
tt2654452,8.1,3526
tt2676388,7.4,2895
tt2712100,7.7,2971
tt2668726,7.9,3165
tt2777232,7.8,2923
tt2733014,8.3,4714
tt2815916,7.3,2837
tt2847436,8.7,3884
tt2795770,7.5,3059
tt2861788,8.7,4291
tt2802532,7.7,3926
tt3040972,7.6,3473
tt3040980,7.5,3320
tt3113690,7.2,3231
tt3212666,7.1,3205
tt3268352,7.4,3179
tt3268354,7.2,3213
tt3268356,7.2,3242
tt3247720,8.1,3681
tt3317356,6.6,3385
tt3331436,5.8,5516
tt3353092,7.6,3526
tt3382270,8.1,3591
tt3359400,5.9,5488
tt3390680,8.3,3690
tt3390684,9.5,10015
tt3415286,8.1,3893
tt3415288,7.9,3228
tt3415292,7.5,3279
tt3415296,8.4,3654
tt3415298,8.2,3742
tt3415300,8.8,4807
tt3415302,6.7,10075
tt3415304,5.5,18928
tt1522554,8.4,2607
tt1616292,7.7,1950
tt1594763,7.5,1798
tt1566258,8.0,1771
tt1540598,7.8,1646
tt1588042,7.8,1609
tt1588574,8.1,1547
tt1629832,8.4,1563
tt1603625,8.4,1555
tt1594360,7.9,1466
tt1599645,7.9,1424
tt1582924,8.4,1452
tt1644780,9.2,1876
tt1649567,8.5,1514
tt1649572,7.9,1352
tt1649573,8.3,1349
tt1649574,7.8,1322
tt1649575,8.6,1365
tt1649576,8.0,1311
tt1649577,8.4,1355
tt1649578,8.4,1308
tt1649579,9.0,1478
tt1649568,8.2,1235
tt1649569,8.6,1265
tt1649570,8.9,1362
tt1649571,9.3,1724
tt2101875,8.8,1531
tt2098233,8.0,1227
tt2101003,8.6,1235
tt2138455,8.4,1211
tt2135436,8.6,1260
tt2189413,7.9,1141
tt2189415,7.9,1127
tt2189417,8.7,1191
tt2189419,8.4,1132
tt2189405,8.4,1165
tt2189407,8.3,1116
tt2189409,8.7,1171
tt2189411,9.1,1443
tt2329771,8.3,1302
tt2438010,8.2,1131
tt1902752,8.2,1133
tt2544102,7.9,1084
tt2518872,8.4,1092
tt2553904,7.9,1092
tt2547398,8.0,1118
tt2539204,8.9,1194
tt2539210,8.7,1090
tt2626368,8.5,1082
tt2639552,9.2,1423
tt2639562,8.6,1077
tt2639568,9.1,1320
tt2805108,8.4,1277
tt3256702,8.2,1061
tt3295904,7.9,978
tt3295906,7.9,976
tt3344892,8.9,1131
tt3345508,8.4,977
tt3391708,8.1,953
tt3463962,7.7,964
tt3452770,8.5,982
tt3521128,8.4,967
tt3578400,8.8,1010
tt3528744,8.8,1021
tt3563852,8.9,1090
tt3672562,8.7,1216
tt4155322,8.5,1085
tt4155332,8.3,1023
tt4161952,8.5,1046
tt4155334,8.2,993
tt4218350,8.6,1027
tt4235538,8.5,996
tt4235544,8.7,1029
tt4235540,8.9,1098
tt4235548,9.1,1158
tt4235552,9.3,1321
tt4235558,9.2,1207
tt4217814,9.6,2485
tt0356150,6.6,209919
tt0421715,7.8,646310
tt0636289,9.2,11287
tt0636290,9.1,8584
tt0636294,8.4,6792
tt0636300,9.0,7699
tt0636303,8.3,6203
tt0636284,8.1,6044
tt0636298,8.4,6073
tt0636275,8.6,6164
tt0636292,8.4,5803
tt0636291,8.6,5890
tt0636272,8.8,5939
tt0636302,7.9,5618
tt0636282,8.0,5577
tt0636293,8.1,5432
tt0636283,8.3,5479
tt0636288,8.5,5592
tt0636268,8.4,5460
tt0636286,9.0,6304
tt0636277,8.9,5960
tt0636276,9.0,6158
tt0636296,8.2,5246
tt0636273,8.0,5309
tt0636279,9.0,6213
tt0636280,9.2,6890
tt6222548,9.3,3720
tt0636285,9.1,6602
tt0636271,8.3,5146
tt0636287,8.7,5376
tt0636278,8.2,5171
tt0636269,7.8,5006
tt0636270,8.2,4990
tt0636299,8.8,5831
tt0636274,8.6,5082
tt0636301,8.2,4980
tt0636295,8.7,5261
tt0636297,8.4,4902
tt0636281,7.2,5011
tt0756934,8.6,5146
tt0758090,8.6,4949
tt0764076,8.3,4918
tt0769314,8.1,4728
tt0771860,9.0,5463
tt0784695,8.2,5127
tt0771861,7.8,5013
tt0782394,8.9,5522
tt0786169,8.7,5220
tt0799198,8.4,4913
tt0793130,9.4,7622
tt0836956,8.6,5892
tt0847791,8.0,4978
tt0840616,7.9,4906
tt0850964,8.3,4973
tt0863695,8.1,4962
tt0883770,8.5,5240
tt0891077,8.6,5223
tt0928284,9.1,6446
tt0954439,7.2,5152
tt0913743,8.2,5290
tt0936198,8.6,5107
tt0959403,8.2,4908
tt0968992,9.1,5747
tt0988050,8.0,5969
tt0979596,8.1,4827
tt0979595,8.1,4787
tt0992243,9.1,5650
tt0992244,9.2,6311
tt0998660,9.1,6367
tt1004798,9.7,12055
tt0994348,8.7,6290
tt0994359,8.6,5271
tt0994363,8.4,4945
tt0994364,8.0,4823
tt0994365,9.7,13130
tt0994366,7.8,4714
tt0994367,8.3,4829
tt0994368,8.3,4809
tt0994369,9.0,5638
tt0994349,7.9,4590
tt0994350,8.6,4751
tt0994351,8.9,5211
tt0994352,9.2,6308
tt1952703,9.2,4260
tt1280267,8.7,5517
tt1313407,8.2,4695
tt1319361,8.5,4780
tt1321693,8.2,4519
tt1322105,8.6,4741
tt1340502,8.5,4655
tt1321692,8.8,5134
tt1341555,8.9,5341
tt1353861,8.4,4442
tt1358333,8.4,4397
tt1363399,8.2,4397
tt1368702,8.7,4690
tt1378943,8.2,4135
tt1378944,8.7,4891
tt1400160,8.6,4493
tt1399779,9.1,6353
tt2197294,9.2,4281
tt1453335,8.7,5431
tt2524344,8.4,3426
tt1560343,7.6,4653
tt1533421,8.2,4337
tt1467640,8.0,4275
tt1467641,8.0,4188
tt1467642,8.4,4371
tt1467643,7.7,4272
tt1467644,9.2,6912
tt1467629,7.8,4183
tt1467630,8.8,5165
tt1467631,8.4,4306
tt1467632,8.9,5462
tt1467633,8.1,5575
tt1467634,8.6,4963
tt1603637,8.1,4219
tt1467635,8.2,11448
tt15049668,9.1,1323
tt0232500,6.8,384209
tt0110475,6.9,384031
tt0365830,6.8,109508
tt0083944,7.7,251659
tt0245844,7.7,138314
tt0250223,6.6,53113
tt0316654,7.4,647521
tt4428472,8.5,1291
tt4419730,8.8,1504
tt0121955,8.7,366668
tt4573270,8.1,1324
tt1833285,8.1,17778
tt2243973,8.5,253482
tt4061080,7.7,42781
tt4288962,7.3,1076
tt4642824,8.2,923
tt4716766,7.4,795
tt4716772,8.0,799
tt4716776,8.3,844
tt4742280,7.6,748
tt4742284,7.7,706
tt4742294,8.1,713
tt4742296,8.1,677
tt4425192,8.2,726
tt4425194,7.5,544
tt5493206,7.9,498
tt5506790,7.6,464
tt5513490,8.1,534
tt5583058,8.6,586
tt5600456,7.8,445
tt5600458,7.9,430
tt5600460,7.8,434
tt5600464,7.6,427
tt5600466,7.6,410
tt5600468,7.9,413
tt4425196,7.7,447
tt6551386,8.0,504
tt6648654,7.5,408
tt6874532,7.6,413
tt6928658,7.2,406
tt6928662,8.5,505
tt6928664,7.6,362
tt6928670,8.0,414
tt6957454,7.8,348
tt6957468,7.7,354
tt6957474,8.2,410
tt6957476,8.8,525
tt6957478,8.6,502
tt4652838,9.2,16779
tt4686038,8.5,11814
tt4730018,8.4,8946
tt4730026,9.4,13196
tt4799588,9.2,10873
tt4652854,8.7,9636
tt4730002,8.1,10507
tt4659980,7.9,10429
tt4730012,8.4,9413
tt4730014,9.1,11124
tt4901088,8.1,7537
tt5342606,8.2,7010
tt5344704,8.3,6834
tt5344766,8.2,6430
tt5344796,8.8,6578
tt5345894,9.0,7661
tt5347278,9.2,8011
tt5347318,8.5,5862
tt5347322,8.5,5686
tt5347330,9.2,7123
tt5831628,8.5,5807
tt5831630,8.8,6426
tt5970530,8.7,6372
tt6633686,9.1,6083
tt6633688,8.7,5623
tt6633692,8.3,5071
tt6633696,9.7,11422
tt6635194,9.6,10264
tt6635200,9.0,5998
tt6635212,9.1,7306
tt6635210,8.6,4955
tt6633682,9.5,8070
tt7748418,9.2,8123
tt8084154,8.7,6491
tt8084160,8.7,6470
tt8084164,8.7,7180
tt8084166,9.7,13268
tt8084172,9.1,7022
tt8084176,9.9,29253
tt8084178,9.2,7720
tt8084180,9.7,12937
tt8084184,8.2,7516
tt8919312,9.4,9258
tt8919318,9.5,10109
tt10883092,9.8,17944
tt3080196,7.1,264
tt4057144,6.8,249
tt4073776,7.6,201
tt4086010,7.1,176
tt4073796,8.0,203
tt4109292,7.5,163
tt4109296,7.6,163
tt4109302,7.2,145
tt4109304,7.3,139
tt4205118,7.6,152
tt4427974,8.0,165
tt5658298,8.0,124
tt5662340,7.9,118
tt5695410,8.2,126
tt5714046,8.0,125
tt5737914,7.8,112
tt5751826,7.7,124
tt5765698,7.7,107
tt5784476,8.2,137
tt5825060,8.2,117
tt5825126,8.6,154
tt0080453,5.8,70588
tt1363447,6.9,3544
tt1366779,7.0,3041
tt1366780,7.1,2835
tt1366781,7.3,2751
tt1366782,7.1,2659
tt1366783,7.6,2694
tt1467703,7.9,2798
tt1490874,8.0,2677
tt1490293,7.6,2576
tt1504600,8.2,2642
tt1504148,7.6,2777
tt1536813,7.8,2409
tt1509675,7.6,2434
tt1559848,8.0,2385
tt1541365,7.8,2351
tt1545370,8.0,2369
tt1559854,8.1,2353
tt1523800,8.2,2651
tt1531526,8.3,2646
tt1539432,8.7,2891
tt1559850,7.8,2286
tt1559852,7.9,2271
tt1559849,7.9,2314
tt1559853,7.9,2276
tt1559857,8.2,2341
tt1559851,7.5,2285
tt1587573,8.6,2413
tt1559855,7.8,2230
tt1559856,8.5,2429
tt1587572,8.5,2384
tt2471500,8.0,11161
tt2471502,8.2,9420
tt2471506,8.2,8823
tt2461634,8.5,8647
tt2461632,8.8,9089
tt2461638,9.1,10120
tt3655782,8.4,7873
tt3683570,8.3,7310
tt3683572,8.5,7162
tt3683574,8.4,7012
tt3683578,8.7,7151
tt3683576,9.5,12209
tt4277144,8.1,7169
tt4370544,8.8,7177
tt4370546,8.6,6582
tt4370550,8.7,6630
tt4370554,8.3,6419
tt4370552,9.5,10641
tt5755998,9.4,10454
tt6227888,9.1,7960
tt6227890,8.5,6808
tt6227892,8.6,6645
tt6227900,8.7,6931
tt6056650,9.4,10557
tt5756000,8.3,7887
tt6227902,8.8,7333
tt6229668,8.4,6356
tt6229670,8.8,6710
tt6229672,8.6,5938
tt6056652,9.2,9059
tt2991728,8.3,3524
tt2991746,7.6,2929
tt2991752,8.6,3380
tt2991742,8.0,2511
tt2991764,8.8,3125
tt2991762,8.4,2603
tt3780302,8.3,2420
tt3780304,8.1,2231
tt3780308,9.0,3266
tt3780310,8.1,1986
tt3780314,7.9,2048
tt3780316,8.3,1968
tt3780320,8.2,1981
tt3780322,8.5,2027
tt3780326,8.8,2053
tt3781008,8.9,2401
tt4786300,8.6,2164
tt4805826,8.3,1802
tt4833968,8.2,1713
tt4849368,9.1,3141
tt4853882,8.4,1658
tt4853880,8.3,1657
tt4853884,8.5,1687
tt4853878,7.9,1668
tt4786304,8.3,2404
tt0713618,8.5,9315
tt0713624,7.9,7372
tt0713613,7.9,6788
tt0713617,8.0,6436
tt0713611,8.3,6576
tt0713622,8.2,6158
tt0713615,7.8,5979
tt0713612,6.8,6464
tt0713623,8.8,6379
tt0713610,8.3,5902
tt0713620,8.6,6100
tt0713614,8.7,6394
tt0713619,7.3,5899
tt0713616,8.1,5515
tt0757750,8.2,5693
tt0713621,8.5,5453
tt0763064,8.2,5608
tt0763065,8.5,5559
tt0761316,8.6,5829
tt0772002,8.8,5587
tt0775325,9.2,6453
tt0767486,8.4,5360
tt0829063,9.2,6710
tt0829062,8.1,5377
tt0835248,8.2,5127
tt0837741,7.9,5033
tt0851031,8.4,5071
tt0855641,8.2,5003
tt0859555,8.6,5228
tt0868625,8.7,5270
tt0878590,8.6,5341
tt0883872,8.4,4882
tt0890836,8.3,5047
tt0942145,8.9,5508
tt0921622,7.9,4879
tt0940441,8.7,5204
tt0939444,9.1,6475
tt0942786,8.8,5721
tt0959976,8.7,5884
tt0964436,8.4,5415
tt1000536,8.6,5148
tt0987715,9.3,6655
tt0987713,9.1,5717
tt0987714,9.4,6652
tt1032129,8.5,5168
tt1032134,8.6,5114
tt1107710,9.2,6387
tt1032135,8.2,4771
tt1032137,8.3,4839
tt1032138,8.0,4784
tt1032139,8.4,4694
tt1032140,8.6,5500
tt1032141,8.4,4702
tt1032130,8.4,4735
tt1032132,9.4,8040
tt1032131,9.3,6291
tt1032133,7.5,5820
tt1206073,7.8,4513
tt1222593,8.4,4629
tt1222594,9.2,5976
tt0252866,6.4,255910
tt0163651,7.0,405690
tt0120484,6.1,164416
tt0328828,6.3,206556
tt1636826,6.6,210258
tt0343660,6.8,354523
tt0109686,7.3,383913
tt1488555,6.3,183160
tt0175142,6.2,260433
tt0486551,6.2,68613
tt5183578,8.2,1252
tt1222611,9.2,6172
tt1222612,8.0,4313
tt1222610,8.4,5655
tt1222613,9.1,6561
tt1222614,8.4,4759
tt1222615,8.6,4626
tt1222616,8.6,4843
tt1222596,8.9,5231
tt1222597,7.9,4357
tt1222598,7.9,4266
tt1222599,8.6,5147
tt1222600,8.4,4545
tt1222601,8.6,4734
tt1222602,9.1,5441
tt1222603,8.6,4998
tt1222604,9.2,5947
tt1222605,8.2,4059
tt1222607,8.7,4802
tt1222608,8.5,4532
tt1222609,9.3,5992
tt1222595,9.4,7940
tt1222606,8.5,5005
tt1461906,8.7,4711
tt1464088,8.6,4353
tt1464089,8.5,4484
tt1488983,7.9,4261
tt1506849,8.5,4273
tt1507550,8.7,4664
tt1511910,9.6,9870
tt1533530,8.8,4738
tt1532469,9.2,5346
tt1543420,8.5,4331
tt1552579,8.2,4074
tt1541419,9.0,4778
tt1588681,8.8,4541
tt1588682,8.4,3917
tt1588256,8.7,4457
tt1588255,8.3,4030
tt1594854,8.9,4413
tt1598673,9.0,5033
tt1599805,8.6,3883
tt1626754,9.2,5015
tt1626753,9.7,10491
tt1627706,7.7,4263
tt1627717,7.8,3690
tt1627721,8.1,3611
tt1627722,9.1,4760
tt1627724,8.3,3758
tt1627723,8.4,3618
tt1627725,8.0,3428
tt1627726,7.7,3444
tt1627727,8.4,3932
tt1627707,8.6,3658
tt1627708,9.1,4067
tt1627709,8.3,3549
tt1627710,7.9,3327
tt1627711,7.4,3440
tt1627712,9.6,9943
tt1627713,8.2,3387
tt1627715,8.6,3836
tt1627714,9.0,4306
tt1627716,8.5,3519
tt1627718,8.9,4411
tt1627719,8.5,3515
tt1864037,8.9,4179
tt1995102,9.0,4621
tt1995113,8.4,3527
tt1995118,8.1,3624
tt1995119,7.9,3431
tt1995120,8.0,3708
tt1995121,8.6,3637
tt1995122,7.9,3292
tt1995123,7.8,3665
tt1995124,8.4,3351
tt1995103,9.2,4545
tt1995104,8.0,3426
tt1995105,8.8,4040
tt1995106,8.0,3448
tt1995107,8.1,3503
tt1995108,8.1,3326
tt1995109,8.1,3292
tt1995110,8.9,4184
tt1995111,8.4,3473
tt1995112,8.4,3366
tt1995114,9.0,4252
tt1995115,8.5,3432
tt1995116,8.4,3238
tt1995117,8.8,4088
tt2373078,8.3,3948
tt2404088,8.3,3870
tt2293862,7.6,3783
tt2323362,7.1,4670
tt2388382,8.0,3684
tt2372414,7.9,3289
tt2425360,8.3,3675
tt2426140,8.8,4442
tt2426138,8.2,3291
